Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2018-01-01 00:00:00,58.52,97.61,1.76,23.0,13.47,11.43,5.53,0.94,94.62,2.65,3.49,0.64,,,,25.04,64.92,2.14,160.21,0.0,0.0,80.06,750.26,0.09
2018-01-02 00:00:00,64.59,107.64,1.71,29.15,16.72,11.88,10.19,1.02,98.89,2.98,3.75,0.76,,,,24.83,60.07,1.98,175.41,0.0,0.0,123.69,750.48,0.08
2018-01-03 00:00:00,73.38,138.51,21.94,56.69,46.91,13.4,14.3,1.43,86.74,2.88,6.15,1.76,,,,24.28,62.27,1.38,124.28,0.0,0.0,118.57,753.36,0.04
2018-01-04 00:00:00,112.94,237.79,77.38,84.75,102.93,19.77,34.13,1.99,34.91,3.45,6.2,2.59,,,,22.86,68.89,0.81,209.49,0.0,0.0,108.23,755.41,0.03
2018-01-05 00:00:00,91.33,177.34,43.65,60.04,64.24,14.01,11.17,1.49,58.54,4.4,7.56,3.19,,,,23.31,66.23,1.36,224.37,0.0,0.0,155.44,752.79,0.04
2018-01-06 00:00:00,106.33,220.1,68.99,76.09,93.96,13.68,12.89,1.76,52.22,5.22,9.02,3.92,,,,21.98,66.88,0.92,184.92,0.0,0.0,139.84,751.83,0.02
2018-01-07 00:00:00,91.71,202.91,52.76,72.01,78.65,16.12,14.11,1.56,56.24,5.01,8.06,3.41,,,,21.88,64.7,1.13,215.53,0.0,0.0,133.66,754.03,0.03
2018-01-08 00:00:00,98.15,186.86,26.01,58.05,49.19,15.43,12.87,1.12,75.02,5.36,5.97,2.14,,,,21.99,63.8,2.01,181.46,0.0,0.0,122.78,756.02,0.06
2018-01-09 00:00:00,65.05,117.4,2.04,33.28,19.03,14.97,10.31,0.88,101.96,2.47,4.45,0.81,,,,22.75,58.5,2.09,153.37,0.0,0.0,123.18,759.5,0.06
2018-01-10 00:00:00,99.35,197.61,22.18,67.81,52.34,16.68,13.0,1.33,70.15,4.27,6.9,2.08,,,,22.91,63.45,1.4,166.43,0.0,0.0,130.4,759.78,0.04
